year,director_facebook_likes,genres.name,no_of_nominations,movie_facebook_likes,movies.name,budget,imdb_rating,name,race,religion,country,sexual_orientation,metacritic_rating,actor_facebook_likes,category
1960,335,Adventure,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,Drama,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,Drama,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,Drama,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,Drama,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,Drama,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,Drama,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,Drama,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,Drama,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,Drama,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,Drama,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,Drama,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,Drama,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,Drama,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,Drama,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,Drama,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,Drama,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,Drama,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,Drama,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,History,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,History,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,History,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,History,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,History,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,History,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,History,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,History,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,History,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,History,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,History,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,History,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,History,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,History,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,History,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
1960,335,History,12,0,Ben-Hur,0,6,William Wyler,White,Na,USA,Straight,0.0,11000,Best Director
1960,335,History,12,0,Ben-Hur,0,6,Charlton Heston,White,Protestant,USA,Straight,0.0,11000,Best Actor
1960,335,History,12,0,Ben-Hur,0,6,Hugh Griffith,White,Na,USA,Na,0.0,11000,Best Supporting Actor
2004,333,Adventure,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,Adventure,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,Drama,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,Drama,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,History,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,History,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,Romance,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,Romance,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,War,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2004,333,War,,0,Cold Mountain,79000000,7,RenÌ©e Zellweger,White,Na,USA,Straight,,22000,Best Supporting Actress
2002,2000,Biography,8,29000,A Beautiful Mind,58000000,8,Ron Howard,White,Na,USA,Straight,72.0,1000,Best Director
2002,2000,Biography,8,29000,A Beautiful Mind,58000000,8,Jennifer Connelly,White,Jewish,USA,Straight,72.0,1000,Best Supporting Actress
2002,2000,Biography,8,29000,A Beautiful Mind,58000000,8,Ron Howard,White,Na,USA,Straight,72.0,1000,Best Director
2002,2000,Biography,8,29000,A Beautiful Mind,58000000,8,Jennifer Connelly,White,Jewish,USA,Straight,72.0,1000,Best Supporting Actress
2002,2000,Drama,8,29000,A Beautiful Mind,58000000,8,Ron Howard,White,Na,USA,Straight,72.0,1000,Best Director
2002,2000,Drama,8,29000,A Beautiful Mind,58000000,8,Jennifer Connelly,White,Jewish,USA,Straight,72.0,1000,Best Supporting Actress
2002,2000,Drama,8,29000,A Beautiful Mind,58000000,8,Ron Howard,White,Na,USA,Straight,72.0,1000,Best Director
2002,2000,Drama,8,29000,A Beautiful Mind,58000000,8,Jennifer Connelly,White,Jewish,USA,Straight,72.0,1000,Best Supporting Actress
2007,386,Drama,,0,Dreamgirls,70000000,7,Jennifer Hudson,Black,Baptist,USA,Straight,,912,Best Supporting Actress
2007,386,Drama,,0,Dreamgirls,70000000,7,Jennifer Hudson,Black,Baptist,USA,Straight,,912,Best Supporting Actress
2007,386,Music,,0,Dreamgirls,70000000,7,Jennifer Hudson,Black,Baptist,USA,Straight,,912,Best Supporting Actress
2007,386,Music,,0,Dreamgirls,70000000,7,Jennifer Hudson,Black,Baptist,USA,Straight,,912,Best Supporting Actress
2007,386,Musical,,0,Dreamgirls,70000000,7,Jennifer Hudson,Black,Baptist,USA,Straight,,912,Best Supporting Actress
2007,386,Musical,,0,Dreamgirls,70000000,7,Jennifer Hudson,Black,Baptist,USA,Straight,,912,Best Supporting Actress
1996,0,Biography,10,17000,Braveheart,72000000,8,Mel Gibson,White,Roman Catholic,USA,Straight,68.0,906,Best Director
1996,0,Biography,10,17000,Braveheart,72000000,8,Mel Gibson,White,Roman Catholic,USA,Straight,68.0,906,Best Director
1996,0,Drama,10,17000,Braveheart,72000000,8,Mel Gibson,White,Roman Catholic,USA,Straight,68.0,906,Best Director
1996,0,Drama,10,17000,Braveheart,72000000,8,Mel Gibson,White,Roman Catholic,USA,Straight,68.0,906,Best Director
1996,0,History,10,17000,Braveheart,72000000,8,Mel Gibson,White,Roman Catholic,USA,Straight,68.0,906,Best Director
1996,0,History,10,17000,Braveheart,72000000,8,Mel Gibson,White,Roman Catholic,USA,Straight,68.0,906,Best Director
1996,0,War,10,17000,Braveheart,72000000,8,Mel Gibson,White,Roman Catholic,USA,Straight,68.0,906,Best Director
1996,0,War,10,17000,Braveheart,72000000,8,Mel Gibson,White,Roman Catholic,USA,Straight,68.0,906,Best Director
2010,16000,Adventure,,42000,Inglourious Basterds,75000000,8,Christoph Waltz,White,Na,USA,Straight,,13000,Best Supporting Actor
2010,16000,Adventure,,42000,Inglourious Basterds,75000000,8,Christoph Waltz,White,Na,USA,Straight,,13000,Best Supporting Actor
2010,16000,Drama,,42000,Inglourious Basterds,75000000,8,Christoph Waltz,White,Na,USA,Straight,,13000,Best Supporting Actor
2010,16000,Drama,,42000,Inglourious Basterds,75000000,8,Christoph Waltz,White,Na,USA,Straight,,13000,Best Supporting Actor
2010,16000,War,,42000,Inglourious Basterds,75000000,8,Christoph Waltz,White,Na,USA,Straight,,13000,Best Supporting Actor
2010,16000,War,,42000,Inglourious Basterds,75000000,8,Christoph Waltz,White,Na,USA,Straight,,13000,Best Supporting Actor
1999,14000,Action,11,22000,Saving Private Ryan,70000000,9,Steven Spielberg,White,Jewish,USA,Straight,90.0,15000,Best Director
1999,14000,Action,11,22000,Saving Private Ryan,70000000,9,Steven Spielberg,White,Jewish,USA,Straight,90.0,15000,Best Director
1999,14000,Drama,11,22000,Saving Private Ryan,70000000,9,Steven Spielberg,White,Jewish,USA,Straight,90.0,15000,Best Director
1999,14000,Drama,11,22000,Saving Private Ryan,70000000,9,Steven Spielberg,White,Jewish,USA,Straight,90.0,15000,Best Director
1999,14000,War,11,22000,Saving Private Ryan,70000000,9,Steven Spielberg,White,Jewish,USA,Straight,90.0,15000,Best Director
1999,14000,War,11,22000,Saving Private Ryan,70000000,9,Steven Spielberg,White,Jewish,USA,Straight,90.0,15000,Best Director
2013,14000,Biography,12,71000,Lincoln,65000000,7,Daniel Day-Lewis,White,Na,USA,Straight,86.0,23000,Best Actor
2013,14000,Biography,12,71000,Lincoln,65000000,7,Daniel Day-Lewis,White,Na,USA,Straight,86.0,23000,Best Actor
2013,14000,Drama,12,71000,Lincoln,65000000,7,Daniel Day-Lewis,White,Na,USA,Straight,86.0,23000,Best Actor
2013,14000,Drama,12,71000,Lincoln,65000000,7,Daniel Day-Lewis,White,Na,USA,Straight,86.0,23000,Best Actor
2013,14000,History,12,71000,Lincoln,65000000,7,Daniel Day-Lewis,White,Na,USA,Straight,86.0,23000,Best Actor
2013,14000,History,12,71000,Lincoln,65000000,7,Daniel Day-Lewis,White,Na,USA,Straight,86.0,23000,Best Actor
2013,14000,War,12,71000,Lincoln,65000000,7,Daniel Day-Lewis,White,Na,USA,Straight,86.0,23000,Best Actor
2013,14000,War,12,71000,Lincoln,65000000,7,Daniel Day-Lewis,White,Na,USA,Straight,86.0,23000,Best Actor
1995,0,Comedy,13,59000,Forrest Gump,55000000,9,Robert Zemeckis,White,Roman Catholic,USA,Straight,82.0,15000,Best Director
1995,0,Comedy,13,59000,Forrest Gump,55000000,9,Tom Hanks,White,Born-Again Christian,USA,Straight,82.0,15000,Best Actor
1995,0,Comedy,13,59000,Forrest Gump,55000000,9,Robert Zemeckis,White,Roman Catholic,USA,Straight,82.0,15000,Best Director
1995,0,Comedy,13,59000,Forrest Gump,55000000,9,Tom Hanks,White,Born-Again Christian,USA,Straight,82.0,15000,Best Actor
1995,0,Drama,13,59000,Forrest Gump,55000000,9,Robert Zemeckis,White,Roman Catholic,USA,Straight,82.0,15000,Best Director
1995,0,Drama,13,59000,Forrest Gump,55000000,9,Tom Hanks,White,Born-Again Christian,USA,Straight,82.0,15000,Best Actor
1995,0,Drama,13,59000,Forrest Gump,55000000,9,Robert Zemeckis,White,Roman Catholic,USA,Straight,82.0,15000,Best Director
1995,0,Drama,13,59000,Forrest Gump,55000000,9,Tom Hanks,White,Born-Again Christian,USA,Straight,82.0,15000,Best Actor
1950,234,Drama,7,0,All the King's Men,55000000,6,Broderick Crawford,White,Na,Germany,Straight,0.0,14000,Best Actor
1950,234,Drama,7,0,All the King's Men,55000000,6,Mercedes McCambridge,White,Roman Catholic,Germany,Straight,0.0,14000,Best Supporting Actress
1950,234,Drama,7,0,All the King's Men,55000000,6,Broderick Crawford,White,Na,Germany,Straight,0.0,14000,Best Actor
1950,234,Drama,7,0,All the King's Men,55000000,6,Mercedes McCambridge,White,Roman Catholic,Germany,Straight,0.0,14000,Best Supporting Actress
1950,234,Thriller,7,0,All the King's Men,55000000,6,Broderick Crawford,White,Na,Germany,Straight,0.0,14000,Best Actor
1950,234,Thriller,7,0,All the King's Men,55000000,6,Mercedes McCambridge,White,Roman Catholic,Germany,Straight,0.0,14000,Best Supporting Actress
1950,234,Thriller,7,0,All the King's Men,55000000,6,Broderick Crawford,White,Na,Germany,Straight,0.0,14000,Best Actor
1950,234,Thriller,7,0,All the King's Men,55000000,6,Mercedes McCambridge,White,Roman Catholic,Germany,Straight,0.0,14000,Best Supporting Actress
1957,383,Adventure,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Adventure,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Animation,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Animation,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Drama,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Drama,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Family,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Family,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Fantasy,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Fantasy,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Musical,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Musical,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Mystery,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Mystery,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Romance,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1957,383,Romance,2,0,Anastasia,50000000,7,Ingrid Bergman,White,Na,USA,Straight,0.0,4000,Best Actress
1997,488,Comedy,,0,Jerry Maguire,50000000,7,"Cuba Gooding, Jr.",Black,Na,USA,Straight,,10000,Best Supporting Actor
1997,488,Comedy,,0,Jerry Maguire,50000000,7,"Cuba Gooding, Jr.",Black,Na,USA,Straight,,10000,Best Supporting Actor
1997,488,Drama,,0,Jerry Maguire,50000000,7,"Cuba Gooding, Jr.",Black,Na,USA,Straight,,10000,Best Supporting Actor
1997,488,Drama,,0,Jerry Maguire,50000000,7,"Cuba Gooding, Jr.",Black,Na,USA,Straight,,10000,Best Supporting Actor
1997,488,Romance,,0,Jerry Maguire,50000000,7,"Cuba Gooding, Jr.",Black,Na,USA,Straight,,10000,Best Supporting Actor
1997,488,Romance,,0,Jerry Maguire,50000000,7,"Cuba Gooding, Jr.",Black,Na,USA,Straight,,10000,Best Supporting Actor
1997,488,Sport,,0,Jerry Maguire,50000000,7,"Cuba Gooding, Jr.",Black,Na,USA,Straight,,10000,Best Supporting Actor
1997,488,Sport,,0,Jerry Maguire,50000000,7,"Cuba Gooding, Jr.",Black,Na,USA,Straight,,10000,Best Supporting Actor
1997,274,Comedy,7,11000,As Good as It Gets,50000000,8,Jack Nicholson,White,Atheist,USA,Straight,67.0,625,Best Actor
1998,274,Comedy,7,11000,As Good as It Gets,50000000,8,Helen Hunt,White,Na,USA,Straight,67.0,625,Best Actress
1997,274,Comedy,7,11000,As Good as It Gets,50000000,8,Jack Nicholson,White,Atheist,USA,Straight,67.0,625,Best Actor
1998,274,Comedy,7,11000,As Good as It Gets,50000000,8,Helen Hunt,White,Na,USA,Straight,67.0,625,Best Actress
1997,274,Drama,7,11000,As Good as It Gets,50000000,8,Jack Nicholson,White,Atheist,USA,Straight,67.0,625,Best Actor
1998,274,Drama,7,11000,As Good as It Gets,50000000,8,Helen Hunt,White,Na,USA,Straight,67.0,625,Best Actress
1997,274,Drama,7,11000,As Good as It Gets,50000000,8,Jack Nicholson,White,Atheist,USA,Straight,67.0,625,Best Actor
1998,274,Drama,7,11000,As Good as It Gets,50000000,8,Helen Hunt,White,Na,USA,Straight,67.0,625,Best Actress
1997,274,Romance,7,11000,As Good as It Gets,50000000,8,Jack Nicholson,White,Atheist,USA,Straight,67.0,625,Best Actor
1998,274,Romance,7,11000,As Good as It Gets,50000000,8,Helen Hunt,White,Na,USA,Straight,67.0,625,Best Actress
1997,274,Romance,7,11000,As Good as It Gets,50000000,8,Jack Nicholson,White,Atheist,USA,Straight,67.0,625,Best Actor
1998,274,Romance,7,11000,As Good as It Gets,50000000,8,Helen Hunt,White,Na,USA,Straight,67.0,625,Best Actress
2001,0,Biography,5,0,Erin Brockovich,52000000,7,Julia Roberts,White,Hindu,USA,Straight,73.0,8000,Best Actress
2001,0,Biography,5,0,Erin Brockovich,52000000,7,Julia Roberts,White,Hindu,USA,Straight,73.0,8000,Best Actress
2001,0,Drama,5,0,Erin Brockovich,52000000,7,Julia Roberts,White,Hindu,USA,Straight,73.0,8000,Best Actress
2001,0,Drama,5,0,Erin Brockovich,52000000,7,Julia Roberts,White,Hindu,USA,Straight,73.0,8000,Best Actress
2006,79,Drama,,0,Syriana,50000000,7,George Clooney,White,Na,USA,Straight,,13000,Best Supporting Actor
2006,79,Drama,,0,Syriana,50000000,7,George Clooney,White,Na,USA,Straight,,13000,Best Supporting Actor
2006,79,Drama,,0,Syriana,50000000,7,George Clooney,White,Na,USA,Straight,,13000,Best Supporting Actor
2006,79,Drama,,0,Syriana,50000000,7,George Clooney,White,Na,USA,Straight,,13000,Best Supporting Actor
2006,79,Thriller,,0,Syriana,50000000,7,George Clooney,White,Na,USA,Straight,,13000,Best Supporting Actor
2006,79,Thriller,,0,Syriana,50000000,7,George Clooney,White,Na,USA,Straight,,13000,Best Supporting Actor
2006,79,Thriller,,0,Syriana,50000000,7,George Clooney,White,Na,USA,Straight,,13000,Best Supporting Actor
2006,79,Thriller,,0,Syriana,50000000,7,George Clooney,White,Na,USA,Straight,,13000,Best Supporting Actor
2001,0,Crime,5,0,Traffic,48000000,8,Steven Soderbergh,White,Atheist,USA,Straight,86.0,599,Best Director
2001,0,Crime,5,0,Traffic,48000000,8,Benicio Del Toro,Hispanic,Na,USA,Straight,86.0,599,Best Supporting Actor
2001,0,Crime,5,0,Traffic,48000000,8,Steven Soderbergh,White,Atheist,USA,Straight,86.0,599,Best Director
2001,0,Crime,5,0,Traffic,48000000,8,Benicio Del Toro,Hispanic,Na,USA,Straight,86.0,599,Best Supporting Actor
2001,0,Drama,5,0,Traffic,48000000,8,Steven Soderbergh,White,Atheist,USA,Straight,86.0,599,Best Director
2001,0,Drama,5,0,Traffic,48000000,8,Benicio Del Toro,Hispanic,Na,USA,Straight,86.0,599,Best Supporting Actor
2001,0,Drama,5,0,Traffic,48000000,8,Steven Soderbergh,White,Atheist,USA,Straight,86.0,599,Best Director
2001,0,Drama,5,0,Traffic,48000000,8,Benicio Del Toro,Hispanic,Na,USA,Straight,86.0,599,Best Supporting Actor
2001,0,Thriller,5,0,Traffic,48000000,8,Steven Soderbergh,White,Atheist,USA,Straight,86.0,599,Best Director
2001,0,Thriller,5,0,Traffic,48000000,8,Benicio Del Toro,Hispanic,Na,USA,Straight,86.0,599,Best Supporting Actor
2001,0,Thriller,5,0,Traffic,48000000,8,Steven Soderbergh,White,Atheist,USA,Straight,86.0,599,Best Director
2001,0,Thriller,5,0,Traffic,48000000,8,Benicio Del Toro,Hispanic,Na,USA,Straight,86.0,599,Best Supporting Actor
2002,845,Crime,2,0,Training Day,45000000,8,Denzel Washington,Black,Protestant,USA,Straight,70.0,18000,Best Actor
2002,845,Crime,2,0,Training Day,45000000,8,Denzel Washington,Black,Protestant,USA,Straight,70.0,18000,Best Actor
2002,845,Drama,2,0,Training Day,45000000,8,Denzel Washington,Black,Protestant,USA,Straight,70.0,18000,Best Actor
